transaction_amount,merchant_category,transaction_hour,days_since_last_transaction,account_age_days,num_transactions_last_30days,avg_transaction_amount,is_international,device_type,is_fraud
23.463404498842955,4,12,8.329810453387962,406.31945912581693,8,47.04980634801903,1,2,0
150.50607154587604,18,10,0.39442489688734894,307.6781022499411,12,19.502666892259683,0,2,0
65.83728467727246,5,11,1.1279669635435323,390.03869672246753,19,114.65000699135678,0,1,0
45.64712768879766,16,21,5.3604945147558345,44.807368478498425,17,3.4472971187276173,0,3,0
8.481243523117314,14,2,2.9304529631813754,235.89877682424006,23,1.6315612353945352,0,3,0
8.479814595730259,19,0,1.7173822402298837,161.19843598249216,15,5.309645885403809,0,1,0
2.991938430434034,14,7,2.7118726224478755,1323.3676950928145,16,61.012114083417856,0,2,0
100.56154322399698,9,18,2.945734764808484,18.57759259558326,18,102.4385534786203,1,2,0
45.954107681363226,6,12,12.070503161230706,129.29798524952818,16,69.14612410200904,0,1,0
61.562503085229515,17,6,0.5460522731064013,1038.4027797633155,15,50.61010717964217,0,1,0
1.0399653999569312,19,12,1.6406508705574128,1498.0197149725793,16,2.372367463391762,0,1,0
175.1778737579156,12,5,3.8562443790668235,635.9786358467524,22,9.622352345206032,0,3,0
89.32147716773375,4,2,5.9913940070394265,28.85007702839779,15,109.56867249100733,0,1,0
11.93438126244735,16,5,4.979880804886166,300.7836934998452,14,38.99845322516671,0,2,0
10.033949437483168,11,2,14.205857338119234,186.52618088548405,11,25.268855517000524,1,1,0
10.130571141612853,4,12,7.9386004255311216,599.4149239521912,13,42.258002426561355,0,3,0
18.137686473023855,17,12,4.0717949108208495,20.6575392424397,19,7.86949922981406,1,3,0
37.19639154304272,8,12,1.2083371422185991,80.13973440505505,14,89.34810164169866,0,1,0
84.83056001705049,14,0,2.9971388850497034,245.19513602115669,14,42.71986606123125,0,2,1
17.211149627697075,2,7,5.9107670113293285,62.61826839438352,9,25.48916395965643,0,1,0
47.318543694989934,11,4,9.099627411689234,430.69273199003914,12,24.45351572388802,0,3,0
7.511726436366933,11,19,16.061515416481978,627.4605052590507,9,69.12379896350254,1,2,0
17.275775600120113,6,16,4.650082074537691,444.9911247079554,12,14.719174797182472,0,3,0
22.81386091104235,14,8,3.7424471710177447,211.81871812391438,22,5.899732962370589,0,3,0
30.446734392988752,10,12,0.08925147959754536,769.0246632988441,7,8.215561208164344,0,3,0
76.8968005515456,8,12,0.37415153722239314,54.0696247643652,19,3.3846858726170432,0,1,0
11.136793106434514,7,4,0.8486359845437325,110.0704013042871,18,28.35991990475179,1,3,0
36.10145775165638,8,13,0.2815817134109306,245.44146957805967,21,45.23610538147592,0,1,0
44.875236065488025,8,10,2.561326955376217,23.10466789617605,12,108.71505353451722,0,1,0
2.3781924878204275,2,13,2.053985578688475,36.711113160875236,22,55.58238328790499,0,1,0
46.7666510324805,16,6,5.0716428123798964,184.89937465488492,10,34.99738380714491,0,3,0
28.044187796612466,9,23,3.8357461847436514,1051.3369594245396,19,79.79046963205727,0,3,1
3.363196543965212,13,16,4.531340129436538,872.5228305661345,20,89.10395119959615,0,3,0
148.68438967534655,12,3,3.1930790997675014,228.9690111279379,14,49.8453891653978,1,2,0
168.53151712305862,17,9,1.626830730844886,55.96763283900897,11,2.3172254087276594,0,2,0
82.61657864064384,2,9,15.269489319403737,71.59323920014718,10,13.799021070479169,0,2,0
18.164392998437915,13,14,0.4518623306890469,173.04125739112337,17,16.39012906053712,0,2,0
5.138865750125312,1,19,13.975480576966362,86.07293335349296,10,237.80482795115418,1,2,0
57.63753815493309,19,11,1.8642978192063218,31.616735246612958,19,24.956979114131922,0,3,0
29.004542129269918,11,8,3.5939810668866206,408.8640810673198,14,57.400102470270305,0,3,0
6.507611697722432,5,2,0.576169503222693,317.89881856251725,12,67.23677094663864,0,3,0
34.177361406707504,1,14,0.3678617155252379,125.67621547889145,15,42.36721610223958,0,1,0
1.7496860721739542,13,11,2.8066088878306084,550.9160501928533,13,0.7378216790916731,0,1,0
120.02114436965118,8,14,6.768117108358398,545.9965917440976,13,0.7815654230058064,0,3,0
14.972888842034305,6,0,1.5692047773722553,246.48856361474915,16,68.32128078814576,0,3,0
54.31278992824902,17,14,4.131654755892225,37.05304882599959,18,53.76618932146351,0,3,0
18.677329082881183,12,10,1.6331564732685369,914.9735576680115,11,30.724875906040392,0,3,0
36.70554479546143,1,4,2.4601261601274067,403.18331449882896,17,11.446833476405462,1,1,0
39.561189899089875,3,6,11.846099367347788,103.57150296626769,14,3.628234618517589,1,1,0
10.219429975395288,14,11,9.684144436411254,344.1127745533937,15,7.177909206799983,0,3,0
174.64035663681133,8,19,3.628533098265371,189.51895055863773,18,34.73087025739541,0,3,0
74.61226885690704,11,5,1.3597367581685849,368.2179500767875,13,31.571051784126894,0,3,0
140.25472096457912,14,21,1.0732976675186288,234.40615760876898,14,113.3900922331731,0,2,0
112.60759987670983,8,2,15.405073334384529,242.54454232663247,23,126.12045052808102,0,3,0
45.55272061916375,3,9,1.1327253779116793,485.94627370215693,11,34.3215188442722,0,3,0
127.47176896347025,7,20,8.255684553729623,347.1907956736005,18,73.66302163021372,0,3,0
4.6327729476557815,19,21,2.3020110302136656,30.415518510690283,13,66.90565644146893,1,2,0
10.906734731563372,4,3,21.223459066699263,24.67705509209821,15,55.83384407344725,0,2,0
2.314098284341598,16,12,2.295561699137404,132.80770457677272,19,23.00304855181426,0,3,0
19.67660434015434,13,18,2.165594557499259,205.33096322676244,20,19.732941530320534,0,2,0
73.81954376913279,19,4,5.073152377949225,117.49008704313036,21,12.268288266290305,0,2,1
15.828022160441286,5,22,16.28766834379706,384.7106827458383,22,110.64519053919368,0,1,0
88.22789326204669,5,21,18.692366923336117,79.22218683911284,16,71.93332511789984,0,3,0
22.061349976493506,4,17,6.141432445736848,444.52350459135033,24,7.797590523247786,0,1,0
49.47042602013738,2,0,7.0244584344010566,541.4663832941843,15,11.63886393091915,0,3,1
39.1203541603873,13,20,4.1437140939197645,48.455122721957636,12,34.826661160645855,0,3,0
7.594907391031443,16,20,7.048341869439021,384.026841991351,18,21.35010968921529,0,2,0
81.02417978873656,2,15,9.822701002882969,1188.2339411655141,19,9.626730936611999,0,3,0
3.8737934405654504,19,15,3.328587227473632,78.18786048709791,15,62.64681436084251,0,2,0
216.70731697936597,17,15,4.836108128500757,876.0836347926708,15,0.062173443166477355,0,2,0
73.97418881207557,5,21,3.8535623295911643,340.00701765061274,12,16.81969009628006,1,1,0
11.076972025294298,18,18,4.133057031814501,326.2754466632209,17,106.00063729148559,0,2,0
0.2768710187967737,18,15,11.038552761876232,19.46151578164868,12,57.21285915365779,1,1,0
84.4948388743063,8,0,2.197308728289176,503.524246246128,26,20.518782015312848,0,2,0
61.35479536935223,15,19,1.1671313486139474,237.47298482273595,15,105.65030434430491,0,1,0
65.28314543939995,13,19,3.0466053666418835,466.16659482069497,16,92.4259832423343,1,3,0
73.76072630217567,13,9,1.1665072834603811,604.597127511232,22,2.160668355961048,0,3,0
3.8464632756898176,16,1,3.4497656913613866,270.7970511552533,17,5.475932334879142,0,2,0
22.194633620811626,13,13,11.69148133751115,111.70533255073275,12,19.59064414114581,0,3,0
6.157505230222482,2,7,4.804264190786451,55.71836025897809,24,106.02767483892782,0,3,0
99.42647858291113,3,5,9.67005598168844,63.85767287270617,16,74.36861312663534,0,3,0
48.815059585618705,15,2,0.9087541161597872,736.1739559121646,17,1.957599012061185,0,2,0
20.09094006256505,19,15,11.55679700129799,48.146302469127875,13,28.724730171710235,0,3,0
3.2834032902391446,13,16,4.603843269180884,177.25702782026994,21,50.954828468395725,0,3,0
55.87325256155306,5,11,0.16137535181301496,148.51049748810397,15,12.914284208138277,0,3,1
58.9971319776197,6,18,5.013588061553679,732.1394544086464,10,51.2809054887214,0,1,1
65.39378919788705,14,23,15.120345608302944,237.06775549693225,14,18.4639928713566,0,3,0
50.744467946301,4,19,0.41238292165742363,2058.5266301399374,9,12.81132367259679,0,3,0
327.3377868602272,19,2,4.3668283174590545,487.57044170227744,16,19.94039282492747,0,1,1
31.95330666881549,7,12,12.353752780985769,694.703108541069,20,120.4752794668664,0,2,0
6.368619680775095,4,15,0.04871236237467962,37.91851512725233,10,94.27927569188257,0,2,0
62.45631721582997,2,10,4.983613455706011,106.51685176031033,16,98.11366828889335,0,1,0
71.5196376538432,7,19,3.2208546145440655,53.1227344316486,16,99.73970824765388,0,1,0
41.19437474429144,3,15,2.130808962433346,227.36437326210114,8,7.85393534898195,0,2,0
73.69449833606822,15,19,4.9380810277288925,462.40688920964624,11,90.55819718862166,0,3,0
34.0407365755139,1,1,0.270708286080844,67.59872382608003,13,9.544322299121774,0,2,0
36.98394193886335,2,3,6.993111115313168,50.90137265457065,17,72.83985763372449,0,2,0
27.890709695421368,10,3,0.02244769919382567,348.02612167955976,10,31.22661385118044,0,2,0
1.2873886995056865,16,16,1.8331628114513834,95.54642243287026,22,10.975488485074465,0,1,0
5.708371759593292,15,0,3.5054798198467414,238.20972007414227,11,20.334507238228948,0,3,0
1.5966840646526912,15,0,2.3662223801379687,19.151748039952256,17,22.722527519107363,0,3,0
50.58647754637747,14,4,1.8370614545938735,416.59317227883946,15,52.845928677638554,0,3,0
18.869835439754993,14,21,8.884407844591781,284.47902579189366,22,37.25835469933529,0,3,0
35.52185885670951,6,11,13.65397770145633,380.5073733152834,12,67.8831778042626,0,2,0
119.06327649229877,14,5,10.345978446977782,117.58267150758408,13,20.22058922217669,0,3,0
14.336941149164916,17,5,3.695236411953173,119.19645675604045,14,54.439185692560194,1,3,0
26.41409874413363,18,16,10.777906968778538,589.9362948434114,21,62.96369964335575,0,3,0
70.43745737692917,19,21,12.682783102982615,462.7631389935654,13,2.6090397178618736,0,3,0
12.990257845869701,17,12,2.6317136102709666,316.4019683259944,21,18.841008665191666,1,1,0
4.0052139275088185,16,7,1.6665073605991167,361.0752231425126,15,86.85858655172267,1,1,0
17.107015194352854,8,23,0.5171741095024308,36.0491291416475,11,48.82793174044774,0,3,0
8.790417925003142,7,11,3.260908423755062,707.7832901583334,13,21.68208181800814,0,3,0
132.74750429403124,12,14,14.621424657982828,536.2842243120862,19,8.083386798303811,0,3,0
82.54435402422847,9,18,4.115226229400994,325.8711610398024,10,4.064074062376642,0,1,0
50.174709526026554,14,20,5.506511043097912,915.53687054621,10,10.42088056525068,0,2,0
102.57598652604065,1,19,0.5988966135773167,67.41179460132565,19,11.225210053745133,0,3,0
81.39844703702782,10,16,0.7746196009992778,423.56719693150274,18,18.523468787088735,0,1,0
10.324773817931954,17,8,3.1225222967991995,1203.1659219656324,13,7.788154932603262,0,2,0
111.54067026177805,17,20,15.106768482607919,135.44298586602596,14,6.31518988894017,0,1,0
38.7549950983086,17,17,2.2375692863552916,5.624813302616692,16,74.31770327282774,0,3,0
82.36741456517831,4,1,10.497569912617454,484.5467904807004,17,11.482663391816397,0,2,0
113.21213246431157,17,10,0.6408068618547934,2.556752324735393,22,32.985431628067296,0,3,0
19.136535820915924,18,22,4.79882608765298,751.8645454949187,18,8.890734777636549,0,1,0
5.829608006192542,2,19,4.5891217477054065,21.151124666773487,20,27.071548998123696,0,1,0
38.8030119209072,8,16,9.826093069857768,386.0797416629867,10,12.957912585027216,1,1,1
27.85288463743072,13,20,0.01661108430561498,172.82909899541173,16,3.63200047405061,0,2,0
85.19148633194725,15,17,1.0531833669470185,82.9747607094285,11,161.08799414706087,0,2,0
295.701745781975,9,14,1.2403047962534268,834.1414393483088,16,24.485264917614625,0,1,1
0.34882045908253234,3,6,14.975271326341552,500.55713161082565,16,19.97218308455629,0,2,0
35.74380796692779,3,15,0.8343693824666394,151.90686482990188,17,8.881872639441843,0,1,0
27.013666045933565,2,0,0.1883138580203979,122.01546737899375,15,27.356865116877216,0,1,0
12.558366913791225,1,17,3.822802338116273,486.12625218501694,10,40.3383226249969,0,1,0
6.3840195772823405,14,21,3.759800885162754,661.1519411178319,11,14.533603016080974,0,2,0
20.595428993121622,17,7,9.291001885553435,459.26294550592877,11,26.189256298410758,0,2,0
143.15605613455747,13,6,14.865907343307502,372.8917808961193,14,10.824138889205967,0,3,0
19.51919014407372,19,1,3.8668584803157042,94.4157280296395,14,30.006744015003694,0,2,0
36.5726402880076,15,11,13.295884660477224,699.3363986748009,17,61.89882278659607,0,3,0
60.70434884404274,14,15,6.457815404224748,505.5042709827025,14,2.4840999958690615,1,3,0
22.598724948348117,2,8,1.5364256686828872,265.8319361392136,17,29.179085141583514,1,1,0
178.38990691458497,7,19,13.184747529261866,261.5573503006232,8,20.390586292381983,0,2,0
164.1004932270699,17,10,5.504722673933095,307.3477850313361,10,3.0770276244616253,0,2,0
14.503064749610264,18,14,2.6729960527931795,643.0821987187003,13,112.87725317890143,0,3,0
34.382963923192364,6,2,5.700955418024899,494.86780433873287,19,12.035717283596416,0,1,0
17.89652300395234,8,22,2.5650803363813997,707.9703429431651,12,33.26066493511532,0,1,0
16.762483819054086,2,20,0.6062288148454217,258.3542426365373,10,18.648130461029346,0,1,0
1.8792238882761265,1,12,6.346624898429942,357.66125452782404,12,12.650544134413181,0,1,0
47.02460354912966,16,20,8.688846021552198,703.7465838173123,15,29.96167554590989,0,3,0
34.925981641481926,7,12,6.524607904591218,96.49956786727806,14,46.72217284295546,0,2,0
